Municipio,M1_V,M1_a,M1_r,M1_ndR,M1_nd,M1_nm,M2_V,M2_a,M2_r,M2_ndR,M2_nd,M2_nm,M3_V,M3_a,M3_r,M3_ndR,M3_nd,M3_nm,M4_V,M4_a,M4_r,M4_ndR,M4_nd,M4_nm,M5_V,M5_a,M5_r,M5_ndR,M5_nd,M5_nm,M6_V,M6_a,M6_r,M6_ndR,M6_nd,M6_nm,M7_V,M7_a,M7_r,M7_ndR,M7_nd,M7_nm,M8_V,M8_a,M8_r,M8_ndR,M8_nd,M8_nm,T_v,T_a,T_r,T_ndR,T_nd,T_nm
Atotonilco de Tula,1.0,1.0,10.0,0.0,0.0,8.0,4.0,2.0,6.0,3.0,0.0,4.0,0.0,5.0,9.0,3.0,1.0,0.0,1.0,2.0,6.0,0.0,9.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,4.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,10.0,16.0,72.0,6.0,13.0,14.0
Atotonilco el Grande,6.0,6.0,7.0,0.0,0.0,1.0,7.0,5.0,4.0,3.0,0.0,0.0,0.0,3.0,7.0,7.0,1.0,0.0,3.0,5.0,7.0,1.0,2.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,17.0,26.0,71.0,11.0,5.0,1.0
Calnali,3.0,6.0,3.0,0.0,0.0,8.0,3.0,1.0,4.0,3.0,0.0,8.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,5.0,19.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,8.0,16.0,72.0,3.0,14.0,18.0
Cardonal,4.0,5.0,6.0,0.0,0.0,5.0,6.0,4.0,5.0,3.0,0.0,1.0,1.0,4.0,12.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,10.0,0.0,2.0,4.0,4.0,0.0,1.0,0.0,3.0,14.0,7.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,2.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,19.0,39.0,50.0,3.0,14.0,6.0
Chapantongo,7.0,7.0,6.0,0.0,0.0,0.0,5.0,0.0,3.0,4.0,0.0,7.0,2.0,1.0,7.0,7.0,1.0,0.0,0.0,3.0,4.0,3.0,8.0,0.0,0.0,5.0,4.0,1.0,1.0,0.0,8.0,12.0,4.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,1.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,26.0,37.0,35.0,15.0,11.0,7.0
Chapulhuacán,0.0,7.0,5.0,0.0,0.0,8.0,0.0,4.0,6.0,0.0,0.0,9.0,0.0,1.0,16.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,10.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,0.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,28.0,70.0,0.0,14.0,19.0
Chilcuautla,5.0,5.0,9.0,0.0,0.0,1.0,4.0,4.0,10.0,0.0,0.0,1.0,3.0,3.0,11.0,0.0,1.0,0.0,2.0,9.0,1.0,0.0,6.0,0.0,1.0,3.0,6.0,0.0,1.0,0.0,3.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,18.0,30.0,69.0,0.0,10.0,4.0
Cuautepec de Hinojosa,10.0,0.0,7.0,0.0,0.0,3.0,9.0,2.0,3.0,4.0,0.0,1.0,0.0,5.0,12.0,0.0,1.0,0.0,2.0,7.0,2.0,0.0,7.0,0.0,1.0,1.0,7.0,1.0,1.0,0.0,1.0,13.0,10.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,25.0,31.0,55.0,5.0,11.0,4.0
El Arenal,0.0,1.0,11.0,0.0,0.0,8.0,1.0,0.0,9.0,1.0,0.0,8.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,3.0,4.0,93.0,1.0,14.0,16.0
Eloxochitlán,7.0,1.0,5.0,0.0,0.0,7.0,1.0,4.0,3.0,3.0,0.0,8.0,2.0,2.0,6.0,7.0,1.0,0.0,0.0,1.0,7.0,0.0,10.0,0.0,0.0,3.0,7.0,0.0,1.0,0.0,7.0,8.0,9.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,19.0,24.0,47.0,10.0,14.0,17.0
Emiliano Zapata,2.0,8.0,4.0,0.0,0.0,6.0,1.0,2.0,7.0,3.0,0.0,6.0,0.0,1.0,16.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,10.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,2.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,3.0,21.0,78.0,3.0,14.0,12.0
Epazoyucan,7.0,6.0,7.0,0.0,0.0,0.0,9.0,3.0,3.0,4.0,0.0,0.0,4.0,6.0,3.0,4.0,1.0,0.0,6.0,7.0,3.0,2.0,0.0,0.0,3.0,7.0,0.0,1.0,0.0,0.0,10.0,13.0,1.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,44.0,56.0,19.0,11.0,1.0,0.0
Francisco I. Madero,4.0,3.0,6.0,0.0,0.0,7.0,7.0,1.0,3.0,3.0,0.0,5.0,0.0,1.0,13.0,3.0,1.0,0.0,2.0,5.0,2.0,0.0,9.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,2.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,15.0,17.0,66.0,6.0,13.0,14.0
Huasca de Ocampo,1.0,7.0,4.0,0.0,0.0,8.0,3.0,3.0,4.0,3.0,0.0,6.0,2.0,6.0,6.0,3.0,1.0,0.0,0.0,2.0,6.0,0.0,10.0,0.0,3.0,0.0,7.0,0.0,1.0,0.0,6.0,4.0,14.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,19.0,27.0,50.0,6.0,14.0,15.0
Huautla,6.0,9.0,5.0,0.0,0.0,0.0,6.0,3.0,4.0,4.0,0.0,2.0,0.0,3.0,7.0,7.0,1.0,0.0,0.0,4.0,3.0,4.0,7.0,0.0,0.0,5.0,4.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,15.0,42.0,45.0,16.0,10.0,3.0
Huazalingo,4.0,9.0,1.0,0.0,0.0,6.0,3.0,8.0,0.0,0.0,0.0,8.0,0.0,13.0,4.0,0.0,1.0,0.0,4.0,7.0,1.0,0.0,6.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,19.0,5.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,11.0,79.0,15.0,0.0,10.0,16.0
Huehuetla,10.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,8.0,3.0,0.0,8.0,0.0,0.0,10.0,7.0,1.0,0.0,0.0,0.0,8.0,0.0,10.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,11.0,2.0,80.0,10.0,14.0,14.0
Huejutla de Reyes,11.0,2.0,6.0,0.0,0.0,1.0,8.0,5.0,2.0,3.0,0.0,1.0,1.0,9.0,4.0,3.0,1.0,0.0,1.0,6.0,2.0,0.0,9.0,0.0,4.0,0.0,6.0,0.0,1.0,0.0,13.0,7.0,4.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,2.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,51.0,30.0,29.0,6.0,13.0,2.0
Huichapan,11.0,3.0,6.0,0.0,0.0,0.0,8.0,3.0,1.0,0.0,0.0,7.0,4.0,4.0,9.0,0.0,1.0,0.0,10.0,2.0,0.0,0.0,6.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,70.0,29.0,17.0,0.0,8.0,7.0
Ixmiquilpan,2.0,6.0,6.0,0.0,0.0,6.0,3.0,2.0,5.0,4.0,0.0,5.0,1.0,1.0,15.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,10.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,7.0,24.0,69.0,4.0,14.0,13.0
Jacala de Ledezma,0.0,2.0,10.0,0.0,0.0,8.0,3.0,1.0,9.0,0.0,0.0,6.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,9.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,3.0,26.0,73.0,0.0,13.0,16.0
Jaltocán,4.0,7.0,4.0,0.0,0.0,5.0,8.0,1.0,2.0,3.0,0.0,5.0,2.0,6.0,9.0,0.0,1.0,0.0,4.0,6.0,2.0,0.0,6.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,6.0,12.0,6.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,2.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,27.0,44.0,37.0,3.0,10.0,10.0
Juárez Hidalgo,3.0,4.0,8.0,0.0,0.0,5.0,0.0,3.0,6.0,4.0,0.0,6.0,1.0,4.0,5.0,7.0,1.0,0.0,0.0,3.0,5.0,0.0,10.0,0.0,0.0,3.0,7.0,0.0,1.0,0.0,6.0,7.0,11.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,10.0,29.0,54.0,11.0,14.0,13.0
La Misión,6.0,9.0,2.0,0.0,0.0,3.0,2.0,6.0,4.0,0.0,0.0,7.0,0.0,4.0,13.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,3.0,7.0,0.0,1.0,0.0,1.0,12.0,11.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,2.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,10.0,40.0,57.0,0.0,14.0,10.0
Lolotla,1.0,7.0,4.0,0.0,0.0,8.0,3.0,4.0,7.0,0.0,0.0,5.0,0.0,2.0,15.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,5.0,10.0,9.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,9.0,27.0,66.0,0.0,14.0,15.0
Metepec,4.0,4.0,7.0,0.0,0.0,5.0,9.0,1.0,4.0,3.0,0.0,2.0,0.0,1.0,16.0,0.0,1.0,0.0,1.0,5.0,3.0,0.0,9.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,1.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,16.0,23.0,67.0,3.0,13.0,9.0
Metztitlán,3.0,0.0,9.0,0.0,0.0,8.0,7.0,0.0,4.0,3.0,0.0,5.0,0.0,2.0,8.0,7.0,1.0,0.0,0.0,2.0,6.0,0.0,10.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,3.0,6.0,15.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,15.0,12.0,65.0,10.0,14.0,15.0
Mineral de la Reforma,19.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,3.0,4.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,4.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,104.0,12.0,4.0,5.0,6.0,0.0
Mineral del Chico,7.0,7.0,3.0,0.0,0.0,3.0,9.0,2.0,0.0,3.0,0.0,5.0,4.0,8.0,5.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,10.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,17.0,5.0,2.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,2.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,47.0,33.0,26.0,3.0,14.0,8.0
Mineral del Monte,15.0,3.0,1.0,0.0,0.0,1.0,9.0,1.0,5.0,4.0,0.0,0.0,6.0,8.0,3.0,0.0,1.0,0.0,12.0,3.0,1.0,0.0,2.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,80.0,31.0,11.0,4.0,4.0,1.0
Mixquiahuala de Juárez,0.0,3.0,9.0,0.0,0.0,8.0,1.0,2.0,7.0,0.0,0.0,9.0,1.0,3.0,13.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,10.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,3.0,21.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,2.0,16.0,80.0,0.0,14.0,19.0
Molango de Escamilla,7.0,1.0,4.0,0.0,0.0,8.0,11.0,0.0,4.0,3.0,0.0,1.0,2.0,3.0,12.0,0.0,1.0,0.0,1.0,7.0,0.0,2.0,8.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,1.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,3.0,2.0,2.0,0.0,0.0,2.0,25.0,16.0,62.0,5.0,12.0,11.0
Nicolás Flores,13.0,5.0,2.0,0.0,0.0,0.0,11.0,2.0,3.0,3.0,0.0,0.0,4.0,4.0,3.0,7.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,12.0,10.0,2.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,64.0,41.0,14.0,10.0,2.0,0.0
